game_date_est,game_status_text,pts_home,pts_away,home_team_wins,city_home,nickname_home,city_away,nickname_away
2004-02-20,Final,87.0,96.0,0,Washington,Wizards,Indiana,Pacers
2004-01-24,Final,107.0,96.0,1,Washington,Wizards,Indiana,Pacers
2019-02-23,Final,112.0,119.0,0,Washington,Wizards,Indiana,Pacers
2019-01-30,Final,107.0,89.0,1,Washington,Wizards,Indiana,Pacers
2018-03-17,Final,109.0,102.0,1,Washington,Wizards,Indiana,Pacers
2018-03-04,Final,95.0,98.0,0,Washington,Wizards,Indiana,Pacers
2017-02-10,Final,112.0,107.0,1,Washington,Wizards,Indiana,Pacers
2016-12-28,Final,111.0,105.0,1,Washington,Wizards,Indiana,Pacers
2016-03-05,Final,99.0,100.0,0,Washington,Wizards,Indiana,Pacers
2015-11-24,Final,106.0,123.0,0,Washington,Wizards,Indiana,Pacers
2015-03-25,Final,101.0,103.0,0,Washington,Wizards,Indiana,Pacers
2014-11-05,Final,96.0,94.0,1,Washington,Wizards,Indiana,Pacers
2022-12-04,Final,116.0,100.0,1,Portland,Trail Blazers,Indiana,Pacers
2021-11-05,Final,110.0,106.0,1,Portland,Trail Blazers,Indiana,Pacers
2021-01-14,Final,87.0,111.0,0,Portland,Trail Blazers,Indiana,Pacers
2020-01-26,Final,139.0,129.0,1,Portland,Trail Blazers,Indiana,Pacers
2013-12-02,Final,106.0,102.0,1,Portland,Trail Blazers,Indiana,Pacers
2013-01-23,Final,100.0,80.0,1,Portland,Trail Blazers,Indiana,Pacers
2011-01-22,Final,97.0,92.0,1,Portland,Trail Blazers,Indiana,Pacers
2010-03-03,Final,102.0,79.0,1,Portland,Trail Blazers,Indiana,Pacers
2009-03-04,Final,107.0,105.0,1,Portland,Trail Blazers,Indiana,Pacers
2007-11-28,Final,89.0,95.0,0,Portland,Trail Blazers,Indiana,Pacers
2006-11-28,Final,97.0,105.0,0,Portland,Trail Blazers,Indiana,Pacers
2005-12-02,Final,78.0,98.0,0,Portland,Trail Blazers,Indiana,Pacers
2005-03-04,Final,97.0,106.0,0,Portland,Trail Blazers,Indiana,Pacers
2003-12-03,Final,97.0,95.0,1,Portland,Trail Blazers,Indiana,Pacers
2019-03-18,Final,106.0,98.0,1,Portland,Trail Blazers,Indiana,Pacers
2018-01-18,Final,100.0,86.0,1,Portland,Trail Blazers,Indiana,Pacers
2016-11-30,Final,131.0,109.0,1,Portland,Trail Blazers,Indiana,Pacers
2015-12-03,Final,123.0,111.0,1,Portland,Trail Blazers,Indiana,Pacers
2014-12-04,Final,88.0,82.0,1,Portland,Trail Blazers,Indiana,Pacers
2022-12-05,Final,104.0,112.0,0,Golden State,Warriors,Indiana,Pacers
2022-01-20,Final,117.0,121.0,0,Golden State,Warriors,Indiana,Pacers
2021-01-12,Final,95.0,104.0,0,Golden State,Warriors,Indiana,Pacers
2020-01-24,Final,118.0,129.0,0,Golden State,Warriors,Indiana,Pacers
2014-01-20,Final,94.0,102.0,0,Golden State,Warriors,Indiana,Pacers
2012-12-01,Final,103.0,92.0,1,Golden State,Warriors,Indiana,Pacers
2012-01-20,Final,91.0,94.0,0,Golden State,Warriors,Indiana,Pacers
2011-01-19,Final,110.0,108.0,1,Golden State,Warriors,Indiana,Pacers
2009-11-30,Final,126.0,107.0,1,Golden State,Warriors,Indiana,Pacers
2009-01-11,Final,120.0,117.0,1,Golden State,Warriors,Indiana,Pacers
2008-01-13,Final,106.0,101.0,1,Golden State,Warriors,Indiana,Pacers
2006-11-29,Final,106.0,108.0,0,Golden State,Warriors,Indiana,Pacers
2006-01-05,Final,89.0,99.0,0,Golden State,Warriors,Indiana,Pacers
2004-12-04,Final,104.0,96.0,1,Golden State,Warriors,Indiana,Pacers
2004-03-02,Final,88.0,96.0,0,Golden State,Warriors,Indiana,Pacers
2019-03-21,Final,112.0,89.0,1,Golden State,Warriors,Indiana,Pacers
2018-03-27,Final,81.0,92.0,0,Golden State,Warriors,Indiana,Pacers
2016-12-05,Final,142.0,106.0,1,Golden State,Warriors,Indiana,Pacers
2016-01-22,Final,122.0,110.0,1,Golden State,Warriors,Indiana,Pacers
2015-01-07,Final,117.0,102.0,1,Golden State,Warriors,Indiana,Pacers
2022-01-13,Final,113.0,89.0,1,New Orleans,Pelicans,Los Angeles,Clippers
2021-11-19,Final,94.0,81.0,1,New Orleans,Pelicans,Los Angeles,Clippers
2021-04-26,Final,120.0,103.0,1,New Orleans,Pelicans,Los Angeles,Clippers
2021-03-14,Final,135.0,115.0,1,New Orleans,Pelicans,Los Angeles,Clippers
2020-01-18,Final,130.0,133.0,0,New Orleans,Pelicans,Los Angeles,Clippers
2014-03-26,Final,98.0,96.0,1,New Orleans,Pelicans,Los Angeles,Clippers
2014-02-24,Final,110.0,123.0,0,New Orleans,Pelicans,Los Angeles,Clippers
2013-04-12,Final,93.0,96.0,0,New Orleans,Pelicans,Los Angeles,Clippers
2013-03-27,Final,91.0,105.0,0,New Orleans,Pelicans,Los Angeles,Clippers
2012-03-22,Final,97.0,90.0,1,New Orleans,Pelicans,Los Angeles,Clippers
2011-02-23,Final,98.0,87.0,1,New Orleans,Pelicans,Los Angeles,Clippers
2010-11-09,Final,101.0,82.0,1,New Orleans,Pelicans,Los Angeles,Clippers
2010-01-13,Final,108.0,94.0,1,New Orleans,Pelicans,Los Angeles,Clippers
2009-11-17,Final,110.0,102.0,1,New Orleans,Pelicans,Los Angeles,Clippers
2009-01-09,Final,107.0,80.0,1,New Orleans,Pelicans,Los Angeles,Clippers
2008-04-15,Final,114.0,92.0,1,New Orleans,Pelicans,Los Angeles,Clippers
2008-01-25,Final,111.0,92.0,1,New Orleans,Pelicans,Los Angeles,Clippers
2007-04-10,Final,103.0,100.0,1,New Orleans,Pelicans,Los Angeles,Clippers
2007-01-08,Final,90.0,100.0,0,New Orleans,Pelicans,Los Angeles,Clippers
2006-03-21,Final,120.0,108.0,1,New Orleans,Pelicans,Los Angeles,Clippers
2005-12-14,Final,102.0,89.0,1,New Orleans,Pelicans,Los Angeles,Clippers
2005-04-20,Final,75.0,86.0,0,New Orleans,Pelicans,Los Angeles,Clippers
2005-01-22,Final,88.0,85.0,1,New Orleans,Pelicans,Los Angeles,Clippers
2004-02-25,Final,99.0,93.0,1,New Orleans,Pelicans,Los Angeles,Clippers
2019-11-14,Final,132.0,127.0,1,New Orleans,Pelicans,Los Angeles,Clippers
2018-12-03,Final,126.0,129.0,0,New Orleans,Pelicans,Los Angeles,Clippers
2018-10-23,Final,116.0,109.0,1,New Orleans,Pelicans,Los Angeles,Clippers
2018-01-28,Final,103.0,112.0,0,New Orleans,Pelicans,Los Angeles,Clippers
2017-11-11,Final,111.0,103.0,1,New Orleans,Pelicans,Los Angeles,Clippers
2016-12-28,Final,102.0,98.0,1,New Orleans,Pelicans,Los Angeles,Clippers
2016-12-02,Final,96.0,114.0,0,New Orleans,Pelicans,Los Angeles,Clippers
2016-03-20,Final,109.0,105.0,1,New Orleans,Pelicans,Los Angeles,Clippers
2015-12-31,Final,89.0,95.0,0,New Orleans,Pelicans,Los Angeles,Clippers
2015-01-30,Final,108.0,103.0,1,New Orleans,Pelicans,Los Angeles,Clippers
2022-11-30,Final,125.0,112.0,1,Utah,Jazz,Los Angeles,Clippers
2022-03-18,Final,121.0,92.0,1,Utah,Jazz,Los Angeles,Clippers
2021-12-15,Final,124.0,103.0,1,Utah,Jazz,Los Angeles,Clippers
2021-06-16,Final,111.0,119.0,0,Utah,Jazz,Los Angeles,Clippers
2021-06-10,Final,117.0,111.0,1,Utah,Jazz,Los Angeles,Clippers
2021-06-08,Final,112.0,109.0,1,Utah,Jazz,Los Angeles,Clippers
2021-01-01,Final,106.0,100.0,1,Utah,Jazz,Los Angeles,Clippers
2021-01-01,Final,106.0,100.0,1,Utah,Jazz,Los Angeles,Clippers
2014-03-14,Final,87.0,96.0,0,Utah,Jazz,Los Angeles,Clippers
2013-10-12,Final,74.0,106.0,0,Utah,Jazz,Los Angeles,Clippers
2012-12-28,Final,114.0,116.0,0,Utah,Jazz,Los Angeles,Clippers
2012-12-03,Final,104.0,105.0,0,Utah,Jazz,Los Angeles,Clippers
2012-10-20,Final,99.0,91.0,1,Utah,Jazz,Los Angeles,Clippers
2012-02-01,Final,105.0,107.0,0,Utah,Jazz,Los Angeles,Clippers
2012-01-17,Final,108.0,79.0,1,Utah,Jazz,Los Angeles,Clippers
2010-11-06,Final,109.0,107.0,1,Utah,Jazz,Los Angeles,Clippers
2010-03-06,Final,107.0,85.0,1,Utah,Jazz,Los Angeles,Clippers
2009-10-30,Final,111.0,98.0,1,Utah,Jazz,Los Angeles,Clippers
2009-04-13,Final,106.0,85.0,1,Utah,Jazz,Los Angeles,Clippers
2008-11-01,Final,101.0,79.0,1,Utah,Jazz,Los Angeles,Clippers
2008-03-28,Final,121.0,101.0,1,Utah,Jazz,Los Angeles,Clippers
2008-01-18,Final,106.0,88.0,1,Utah,Jazz,Los Angeles,Clippers
2006-12-26,Final,102.0,92.0,1,Utah,Jazz,Los Angeles,Clippers
2006-11-14,Final,112.0,90.0,1,Utah,Jazz,Los Angeles,Clippers
2006-03-03,Final,105.0,103.0,1,Utah,Jazz,Los Angeles,Clippers
2005-02-28,Final,87.0,86.0,1,Utah,Jazz,Los Angeles,Clippers
2004-12-14,Final,93.0,91.0,1,Utah,Jazz,Los Angeles,Clippers
2004-01-26,Final,98.0,93.0,1,Utah,Jazz,Los Angeles,Clippers
2003-12-05,Final,86.0,67.0,1,Utah,Jazz,Los Angeles,Clippers
2019-10-30,Final,110.0,96.0,1,Utah,Jazz,Los Angeles,Clippers
2019-02-27,Final,111.0,105.0,1,Utah,Jazz,Los Angeles,Clippers
2018-04-05,Final,117.0,95.0,1,Utah,Jazz,Los Angeles,Clippers
2018-01-20,Final,125.0,113.0,1,Utah,Jazz,Los Angeles,Clippers
2017-04-28,Final,93.0,98.0,0,Utah,Jazz,Los Angeles,Clippers
2017-04-23,Final,105.0,98.0,1,Utah,Jazz,Los Angeles,Clippers
2017-04-21,Final,106.0,111.0,0,Utah,Jazz,Los Angeles,Clippers
2017-03-13,Final,114.0,108.0,1,Utah,Jazz,Los Angeles,Clippers
2017-02-13,Final,72.0,88.0,0,Utah,Jazz,Los Angeles,Clippers
2016-10-17,Final,104.0,78.0,1,Utah,Jazz,Los Angeles,Clippers
2016-04-08,Final,99.0,102.0,0,Utah,Jazz,Los Angeles,Clippers
2015-12-26,Final,104.0,109.0,0,Utah,Jazz,Los Angeles,Clippers
2015-01-28,Final,89.0,94.0,0,Utah,Jazz,Los Angeles,Clippers
2014-11-29,Final,96.0,112.0,0,Utah,Jazz,Los Angeles,Clippers
2014-10-13,Final,102.0,89.0,1,Utah,Jazz,Los Angeles,Clippers
2022-03-14,Final,120.0,111.0,1,Cleveland,Cavaliers,Los Angeles,Clippers
2021-02-03,Final,99.0,121.0,0,Cleveland,Cavaliers,Los Angeles,Clippers
2020-02-09,Final,92.0,133.0,0,Cleveland,Cavaliers,Los Angeles,Clippers
2013-12-07,Final,88.0,82.0,1,Cleveland,Cavaliers,Los Angeles,Clippers
2013-03-01,Final,89.0,105.0,0,Cleveland,Cavaliers,Los Angeles,Clippers
2012-02-08,Final,99.0,92.0,1,Cleveland,Cavaliers,Los Angeles,Clippers
2011-02-11,Final,126.0,119.0,1,Cleveland,Cavaliers,Los Angeles,Clippers
2010-01-31,Final,114.0,89.0,1,Cleveland,Cavaliers,Los Angeles,Clippers
2009-01-30,Final,112.0,95.0,1,Cleveland,Cavaliers,Los Angeles,Clippers
2008-02-02,Final,98.0,84.0,1,Cleveland,Cavaliers,Los Angeles,Clippers
2007-02-07,Final,94.0,77.0,1,Cleveland,Cavaliers,Los Angeles,Clippers
2005-11-30,Final,112.0,105.0,1,Cleveland,Cavaliers,Los Angeles,Clippers
2005-03-29,Final,94.0,84.0,1,Cleveland,Cavaliers,Los Angeles,Clippers
2003-11-18,Final,103.0,95.0,1,Cleveland,Cavaliers,Los Angeles,Clippers
2019-03-22,Final,108.0,110.0,0,Cleveland,Cavaliers,Los Angeles,Clippers
2017-11-17,Final,118.0,113.0,1,Cleveland,Cavaliers,Los Angeles,Clippers
2016-12-01,Final,94.0,113.0,0,Cleveland,Cavaliers,Los Angeles,Clippers
2016-01-21,Final,115.0,102.0,1,Cleveland,Cavaliers,Los Angeles,Clippers
2015-02-05,Final,105.0,94.0,1,Cleveland,Cavaliers,Los Angeles,Clippers
2022-01-21,Final,101.0,102.0,0,Philadelphia,76ers,Los Angeles,Clippers
2021-04-16,Final,106.0,103.0,1,Philadelphia,76ers,Los Angeles,Clippers
2020-02-11,Final,110.0,103.0,1,Philadelphia,76ers,Los Angeles,Clippers
2013-12-09,Final,83.0,94.0,0,Philadelphia,76ers,Los Angeles,Clippers
2013-02-11,Final,90.0,107.0,0,Philadelphia,76ers,Los Angeles,Clippers
2012-02-10,Final,77.0,78.0,0,Philadelphia,76ers,Los Angeles,Clippers
2010-12-15,Final,105.0,91.0,1,Philadelphia,76ers,Los Angeles,Clippers
2009-12-19,Final,107.0,112.0,0,Philadelphia,76ers,Los Angeles,Clippers
2008-11-21,Final,89.0,88.0,1,Philadelphia,76ers,Los Angeles,Clippers
2008-02-09,Final,101.0,80.0,1,Philadelphia,76ers,Los Angeles,Clippers
2007-02-09,Final,89.0,90.0,0,Philadelphia,76ers,Los Angeles,Clippers
2005-11-13,Final,113.0,108.0,1,Philadelphia,76ers,Los Angeles,Clippers
2005-02-06,Final,106.0,104.0,1,Philadelphia,76ers,Los Angeles,Clippers
2004-01-07,Final,100.0,80.0,1,Philadelphia,76ers,Los Angeles,Clippers
2018-11-01,Final,122.0,113.0,1,Philadelphia,76ers,Los Angeles,Clippers
2018-02-10,Final,112.0,98.0,1,Philadelphia,76ers,Los Angeles,Clippers
2017-01-24,Final,121.0,110.0,1,Philadelphia,76ers,Los Angeles,Clippers
2016-02-08,Final,92.0,98.0,0,Philadelphia,76ers,Los Angeles,Clippers
2015-03-27,Final,98.0,119.0,0,Philadelphia,76ers,Los Angeles,Clippers
2022-03-11,Final,112.0,106.0,1,Atlanta,Hawks,Los Angeles,Clippers
2021-01-26,Final,108.0,99.0,1,Atlanta,Hawks,Los Angeles,Clippers
2020-01-22,Final,102.0,95.0,1,Atlanta,Hawks,Los Angeles,Clippers
2013-12-04,Final,107.0,97.0,1,Atlanta,Hawks,Los Angeles,Clippers
2012-11-24,Final,104.0,93.0,1,Atlanta,Hawks,Los Angeles,Clippers
2012-04-24,Final,109.0,102.0,1,Atlanta,Hawks,Los Angeles,Clippers
2011-02-04,Final,101.0,100.0,1,Atlanta,Hawks,Los Angeles,Clippers
2010-02-03,Final,103.0,97.0,1,Atlanta,Hawks,Los Angeles,Clippers
2009-02-07,Final,97.0,121.0,0,Atlanta,Hawks,Los Angeles,Clippers
2008-03-14,Final,117.0,93.0,1,Atlanta,Hawks,Los Angeles,Clippers
2007-01-06,Final,86.0,74.0,1,Atlanta,Hawks,Los Angeles,Clippers
2005-11-10,Final,95.0,102.0,0,Atlanta,Hawks,Los Angeles,Clippers
2005-04-03,Final,91.0,111.0,0,Atlanta,Hawks,Los Angeles,Clippers
2004-02-02,Final,95.0,101.0,0,Atlanta,Hawks,Los Angeles,Clippers
2018-11-19,Final,119.0,127.0,0,Atlanta,Hawks,Los Angeles,Clippers
2017-11-22,Final,103.0,116.0,0,Atlanta,Hawks,Los Angeles,Clippers
2017-01-23,Final,105.0,115.0,0,Atlanta,Hawks,Los Angeles,Clippers
2016-01-27,Final,83.0,85.0,0,Atlanta,Hawks,Los Angeles,Clippers
2014-12-23,Final,107.0,104.0,1,Atlanta,Hawks,Los Angeles,Clippers
2021-12-29,Final,82.0,91.0,0,Boston,Celtics,Los Angeles,Clippers
2021-03-02,Final,117.0,112.0,1,Boston,Celtics,Los Angeles,Clippers
2020-02-13,Final,141.0,133.0,1,Boston,Celtics,Los Angeles,Clippers
2013-12-11,Final,88.0,96.0,0,Boston,Celtics,Los Angeles,Clippers
2013-02-03,Final,106.0,104.0,1,Boston,Celtics,Los Angeles,Clippers
2011-03-09,Final,103.0,108.0,0,Boston,Celtics,Los Angeles,Clippers
2010-01-25,Final,95.0,89.0,1,Boston,Celtics,Los Angeles,Clippers
2009-03-23,Final,90.0,77.0,1,Boston,Celtics,Los Angeles,Clippers
2008-02-06,Final,111.0,100.0,1,Boston,Celtics,Los Angeles,Clippers
2007-02-02,Final,89.0,100.0,0,Boston,Celtics,Los Angeles,Clippers
2006-02-03,Final,81.0,98.0,0,Boston,Celtics,Los Angeles,Clippers
2005-02-09,Final,94.0,89.0,1,Boston,Celtics,Los Angeles,Clippers
2004-02-04,Final,86.0,95.0,0,Boston,Celtics,Los Angeles,Clippers
2019-02-09,Final,112.0,123.0,0,Boston,Celtics,Los Angeles,Clippers
2018-02-14,Final,119.0,129.0,0,Boston,Celtics,Los Angeles,Clippers
2017-02-05,Final,107.0,102.0,1,Boston,Celtics,Los Angeles,Clippers
2016-02-10,Final,139.0,134.0,1,Boston,Celtics,Los Angeles,Clippers
2015-03-29,Final,106.0,119.0,0,Boston,Celtics,Los Angeles,Clippers
2022-01-01,Final,116.0,120.0,0,Brooklyn,Nets,Los Angeles,Clippers
2021-02-02,Final,124.0,120.0,1,Brooklyn,Nets,Los Angeles,Clippers
2013-12-12,Final,102.0,93.0,1,Brooklyn,Nets,Los Angeles,Clippers
2012-11-23,Final,86.0,76.0,1,Brooklyn,Nets,Los Angeles,Clippers
2012-03-07,Final,101.0,100.0,1,Brooklyn,Nets,Los Angeles,Clippers
2011-03-11,Final,102.0,98.0,1,Brooklyn,Nets,Los Angeles,Clippers
2010-01-27,Final,103.0,87.0,1,Brooklyn,Nets,Los Angeles,Clippers
2008-11-22,Final,112.0,95.0,1,Brooklyn,Nets,Los Angeles,Clippers
2007-12-11,Final,82.0,91.0,0,Brooklyn,Nets,Los Angeles,Clippers
2007-03-18,Final,101.0,95.0,1,Brooklyn,Nets,Los Angeles,Clippers
2005-12-20,Final,99.0,85.0,1,Brooklyn,Nets,Los Angeles,Clippers
2005-03-30,Final,95.0,78.0,1,Brooklyn,Nets,Los Angeles,Clippers
2004-01-06,Final,92.0,75.0,1,Brooklyn,Nets,Los Angeles,Clippers
2018-11-17,Final,119.0,127.0,0,Brooklyn,Nets,Los Angeles,Clippers
2018-02-12,Final,101.0,114.0,0,Brooklyn,Nets,Los Angeles,Clippers
2016-11-29,Final,127.0,122.0,1,Brooklyn,Nets,Los Angeles,Clippers
2015-12-12,Final,100.0,105.0,0,Brooklyn,Nets,Los Angeles,Clippers
2015-02-02,Final,102.0,100.0,1,Brooklyn,Nets,Los Angeles,Clippers
2022-01-23,Final,110.0,102.0,1,New York,Knicks,Los Angeles,Clippers
2021-01-31,Final,115.0,129.0,0,New York,Knicks,Los Angeles,Clippers
2014-01-17,Final,95.0,109.0,0,New York,Knicks,Los Angeles,Clippers
2013-02-10,Final,88.0,102.0,0,New York,Knicks,Los Angeles,Clippers
2012-04-25,Final,99.0,93.0,1,New York,Knicks,Los Angeles,Clippers
2011-02-09,Final,108.0,116.0,0,New York,Knicks,Los Angeles,Clippers
2009-12-18,Final,95.0,91.0,1,New York,Knicks,Los Angeles,Clippers
2009-03-25,Final,135.0,140.0,0,New York,Knicks,Los Angeles,Clippers
2008-02-04,Final,94.0,103.0,0,New York,Knicks,Los Angeles,Clippers
2007-02-06,Final,102.0,90.0,1,New York,Knicks,Los Angeles,Clippers
2006-02-07,Final,82.0,85.0,0,New York,Knicks,Los Angeles,Clippers
2004-11-12,Final,110.0,96.0,1,New York,Knicks,Los Angeles,Clippers
2004-02-08,Final,110.0,104.0,1,New York,Knicks,Los Angeles,Clippers
2019-03-24,Final,113.0,124.0,0,New York,Knicks,Los Angeles,Clippers
2017-11-20,Final,107.0,85.0,1,New York,Knicks,Los Angeles,Clippers
2017-02-08,Final,115.0,119.0,0,New York,Knicks,Los Angeles,Clippers
2016-01-22,Final,88.0,116.0,0,New York,Knicks,Los Angeles,Clippers
2015-03-25,Final,80.0,111.0,0,New York,Knicks,Los Angeles,Clippers
2022-11-14,Final,106.0,122.0,0,Houston,Rockets,Los Angeles,Clippers
2022-11-02,Final,101.0,109.0,0,Houston,Rockets,Los Angeles,Clippers
2022-03-01,Final,100.0,113.0,0,Houston,Rockets,Los Angeles,Clippers
2022-02-27,Final,98.0,99.0,0,Houston,Rockets,Los Angeles,Clippers
2021-05-14,Final,122.0,115.0,1,Houston,Rockets,Los Angeles,Clippers
2021-04-23,Final,104.0,109.0,0,Houston,Rockets,Los Angeles,Clippers
2020-03-05,Final,105.0,120.0,0,Houston,Rockets,Los Angeles,Clippers
2014-03-29,Final,107.0,118.0,0,Houston,Rockets,Los Angeles,Clippers
2013-11-09,Final,94.0,107.0,0,Houston,Rockets,Los Angeles,Clippers
2013-03-30,Final,98.0,81.0,1,Houston,Rockets,Los Angeles,Clippers
2013-01-15,Final,109.0,117.0,0,Houston,Rockets,Los Angeles,Clippers
2012-03-04,Final,103.0,105.0,0,Houston,Rockets,Los Angeles,Clippers
2011-04-09,Final,99.0,78.0,1,Houston,Rockets,Los Angeles,Clippers
2011-01-26,Final,96.0,83.0,1,Houston,Rockets,Los Angeles,Clippers
2010-03-25,Final,93.0,99.0,0,Houston,Rockets,Los Angeles,Clippers
2009-12-22,Final,108.0,99.0,1,Houston,Rockets,Los Angeles,Clippers
2009-03-28,Final,110.0,93.0,1,Houston,Rockets,Los Angeles,Clippers
2008-12-03,Final,103.0,96.0,1,Houston,Rockets,Los Angeles,Clippers
2008-04-16,Final,93.0,75.0,1,Houston,Rockets,Los Angeles,Clippers
2007-03-14,Final,109.0,105.0,1,Houston,Rockets,Los Angeles,Clippers
2006-12-23,Final,93.0,98.0,0,Houston,Rockets,Los Angeles,Clippers
2006-03-20,Final,91.0,99.0,0,Houston,Rockets,Los Angeles,Clippers
2006-02-22,Final,106.0,102.0,1,Houston,Rockets,Los Angeles,Clippers
2005-04-18,Final,115.0,90.0,1,Houston,Rockets,Los Angeles,Clippers
2004-12-26,Final,96.0,79.0,1,Houston,Rockets,Los Angeles,Clippers
2004-03-09,Final,90.0,85.0,1,Houston,Rockets,Los Angeles,Clippers
2003-12-19,Final,99.0,85.0,1,Houston,Rockets,Los Angeles,Clippers
2019-11-13,Final,102.0,93.0,1,Houston,Rockets,Los Angeles,Clippers
2018-10-26,Final,113.0,133.0,0,Houston,Rockets,Los Angeles,Clippers
2018-03-15,Final,101.0,96.0,1,Houston,Rockets,Los Angeles,Clippers
2017-12-22,Final,118.0,128.0,0,Houston,Rockets,Los Angeles,Clippers
2016-12-30,Final,140.0,116.0,1,Houston,Rockets,Los Angeles,Clippers
2016-03-16,Final,106.0,122.0,0,Houston,Rockets,Los Angeles,Clippers
2015-12-19,Final,107.0,97.0,1,Houston,Rockets,Los Angeles,Clippers
2015-05-17,Final,113.0,100.0,1,Houston,Rockets,Los Angeles,Clippers
2015-05-12,Final,124.0,103.0,1,Houston,Rockets,Los Angeles,Clippers
2015-05-06,Final,115.0,109.0,1,Houston,Rockets,Los Angeles,Clippers
2015-05-04,Final,101.0,117.0,0,Houston,Rockets,Los Angeles,Clippers
2015-02-25,Final,110.0,105.0,1,Houston,Rockets,Los Angeles,Clippers
2014-11-28,Final,85.0,102.0,0,Houston,Rockets,Los Angeles,Clippers
2022-04-12,Final,109.0,104.0,1,Minnesota,Timberwolves,Los Angeles,Clippers
2021-11-05,Final,84.0,104.0,0,Minnesota,Timberwolves,Los Angeles,Clippers
2021-11-03,Final,115.0,126.0,0,Minnesota,Timberwolves,Los Angeles,Clippers
2021-02-10,Final,112.0,119.0,0,Minnesota,Timberwolves,Los Angeles,Clippers
2020-02-08,Final,142.0,115.0,1,Minnesota,Timberwolves,Los Angeles,Clippers
2019-12-13,Final,117.0,124.0,0,Minnesota,Timberwolves,Los Angeles,Clippers
2014-03-31,Final,104.0,114.0,0,Minnesota,Timberwolves,Los Angeles,Clippers
2013-11-20,Final,98.0,102.0,0,Minnesota,Timberwolves,Los Angeles,Clippers
2013-01-30,Final,90.0,96.0,0,Minnesota,Timberwolves,Los Angeles,Clippers
2013-01-17,Final,77.0,90.0,0,Minnesota,Timberwolves,Los Angeles,Clippers
2012-04-12,Final,82.0,95.0,0,Minnesota,Timberwolves,Los Angeles,Clippers
2012-03-05,Final,95.0,94.0,1,Minnesota,Timberwolves,Los Angeles,Clippers
2011-02-16,Final,90.0,98.0,0,Minnesota,Timberwolves,Los Angeles,Clippers
2010-11-17,Final,113.0,111.0,1,Minnesota,Timberwolves,Los Angeles,Clippers
2010-01-29,Final,111.0,97.0,1,Minnesota,Timberwolves,Los Angeles,Clippers
2009-12-16,Final,95.0,120.0,0,Minnesota,Timberwolves,Los Angeles,Clippers
2008-12-06,Final,84.0,107.0,0,Minnesota,Timberwolves,Los Angeles,Clippers
2008-03-17,Final,99.0,90.0,1,Minnesota,Timberwolves,Los Angeles,Clippers
2008-02-01,Final,104.0,83.0,1,Minnesota,Timberwolves,Los Angeles,Clippers
2007-01-10,Final,91.0,92.0,0,Minnesota,Timberwolves,Los Angeles,Clippers
2006-11-25,Final,104.0,96.0,1,Minnesota,Timberwolves,Los Angeles,Clippers
2005-11-29,Final,84.0,93.0,0,Minnesota,Timberwolves,Los Angeles,Clippers
2005-11-07,Final,93.0,78.0,1,Minnesota,Timberwolves,Los Angeles,Clippers
2005-03-27,Final,89.0,85.0,1,Minnesota,Timberwolves,Los Angeles,Clippers
2004-12-17,Final,113.0,86.0,1,Minnesota,Timberwolves,Los Angeles,Clippers
2004-02-10,Final,96.0,84.0,1,Minnesota,Timberwolves,Los Angeles,Clippers
2003-11-22,Final,103.0,91.0,1,Minnesota,Timberwolves,Los Angeles,Clippers
2019-03-26,Final,111.0,122.0,0,Minnesota,Timberwolves,Los Angeles,Clippers
2019-02-11,Final,130.0,120.0,1,Minnesota,Timberwolves,Los Angeles,Clippers
2018-03-20,Final,123.0,109.0,1,Minnesota,Timberwolves,Los Angeles,Clippers
2017-12-03,Final,112.0,106.0,1,Minnesota,Timberwolves,Los Angeles,Clippers
2017-03-08,Final,107.0,91.0,1,Minnesota,Timberwolves,Los Angeles,Clippers
2016-11-12,Final,105.0,119.0,0,Minnesota,Timberwolves,Los Angeles,Clippers
2016-03-30,Final,79.0,99.0,0,Minnesota,Timberwolves,Los Angeles,Clippers
2015-12-07,Final,106.0,110.0,0,Minnesota,Timberwolves,Los Angeles,Clippers
2015-03-02,Final,105.0,110.0,0,Minnesota,Timberwolves,Los Angeles,Clippers
2022-10-27,Final,118.0,110.0,1,Oklahoma City,Thunder,Los Angeles,Clippers
2022-10-25,Final,108.0,94.0,1,Oklahoma City,Thunder,Los Angeles,Clippers
2021-12-18,Final,104.0,103.0,1,Oklahoma City,Thunder,Los Angeles,Clippers
2021-05-16,Final,117.0,112.0,1,Oklahoma City,Thunder,Los Angeles,Clippers
2020-03-03,Final,94.0,109.0,0,Oklahoma City,Thunder,Los Angeles,Clippers
2019-12-22,Final,118.0,112.0,1,Oklahoma City,Thunder,Los Angeles,Clippers
2014-05-13,Final,105.0,104.0,1,Oklahoma City,Thunder,Los Angeles,Clippers
2014-05-07,Final,112.0,101.0,1,Oklahoma City,Thunder,Los Angeles,Clippers
2014-05-05,Final,105.0,122.0,0,Oklahoma City,Thunder,Los Angeles,Clippers
2014-02-23,Final,117.0,125.0,0,Oklahoma City,Thunder,Los Angeles,Clippers
2013-11-21,Final,105.0,91.0,1,Oklahoma City,Thunder,Los Angeles,Clippers
2012-11-21,Final,117.0,111.0,1,Oklahoma City,Thunder,Los Angeles,Clippers
2012-04-11,Final,98.0,100.0,0,Oklahoma City,Thunder,Los Angeles,Clippers
